county_fips,n,Percent
01005,36,0.0046524912151919345
01015,92,0.011889699772157166
01033,408,0.05272823377217526
01047,43,0.005557142284812589
01073,3655,0.47235709420907
01081,386,0.04988504469622463
01087,43,0.005557142284812589
01089,121,0.015637539917728448
01095,121,0.015637539917728448
01103,121,0.015637539917728448
01109,36,0.0046524912151919345
01111,8,0.001033886936709319
01119,66,0.00852956722785188
01125,66,0.00852956722785188
02020,961,0.12419566827220692
02090,148,0.019126908329122397
02110,750,0.09692690031649864
04005,364,0.047041855620274006
04012,550,0.07107972689876567
04013,5435,0.7023969376268935
04015,534,0.06901195302534703
04019,1600,0.20677738734186374
04027,3437,0.44418367518374113
05007,414,0.053503648974707246
05009,1047,0.1353099528418321
05051,310,0.0400631187974861
05055,372,0.048075742556983325
05119,1660,0.21453153936718367
06001,1152,0.1488797188861419
06007,1039,0.13427606590512278
06013,1784,0.2305567868861781
06015,469,0.060611621664583816
06017,352,0.04549102521521003
"06017,06057,06061",367,0.04742956322154
06019,731,0.09447141884181401
06023,535,0.06914118889243569
06029,731,0.09447141884181401
06033,731,0.09447141884181401
06037,2586,0.3342039522912873
"06037,06111",1152,0.1488797188861419
06041,1637,0.21155911442414435
06047,731,0.09447141884181401
06051,105,0.01356976604430981
06053,1152,0.1488797188861419
"06053,06087",394,0.05091893163293395
06055,1462,0.18894283768362802
06057,267,0.034505976512673515
06059,731,0.09447141884181401
06061,1158,0.1496551340886739
06063,731,0.09447141884181401
06065,1852,0.23934482584820732
06067,696,0.08994816349371074
06069,93,0.012018935639245831
06071,1462,0.18894283768362802
06073,1308,0.16904051415197363
06075,3655,0.47235709420907
06077,268,0.03463521237976218
06079,2758,0.35643252143053766
06081,1041,0.13453453763930012
"06081,06075",2852,0.3685806929368722
06083,1925,0.24877904414567983
06085,2782,0.3595341822406656
06087,2768,0.35772488010142434
06089,1018,0.13156211269626084
06095,846,0.10933354355701047
06097,1051,0.13582689631018674
06099,822,0.1062318827468825
06101,513,0.06629799981648507
06111,969,0.12522955520891624
06113,1454,0.18790895074691868
08003,202,0.0261056451519103
08005,203,0.026234881018998967
"08005,08001",202,0.0261056451519103
08013,202,0.0261056451519103
08031,202,0.0261056451519103
08035,1664,0.21504848283553832
08041,404,0.0522112903038206
08045,202,0.0261056451519103
08059,202,0.0261056451519103
08067,202,0.0261056451519103
08077,203,0.026234881018998967
08089,202,0.0261056451519103
08097,202,0.0261056451519103
08101,203,0.026234881018998967
08107,202,0.0261056451519103
08113,203,0.026234881018998967
08117,202,0.0261056451519103
08123,405,0.052340526170909264
09001,3148,0.40683450959511697
09009,1168,0.15094749275956054
09011,889,0.11489068584182305
10001,591,0.07637839744940092
10003,1182,0.15275679489880184
10005,3662,0.4732617452786907
"11001,24031,51013,24033,51107,51059",232,0.029982721164570243
12001,1106,0.14293486900006333
12011,124,0.01602524751899444
12033,415,0.053632884841795916
12057,337,0.04355248720888005
12071,339,0.043810958943057386
12073,920,0.11889699772157165
"12085,12099",352,0.04549102521521003
12086,1970,0.25459465816466975
12095,5572,0.7201022514180405
"12095,12103",731,0.09447141884181401
"12095,12117",711,0.09188670150004072
12099,1200,0.15508304050639782
12103,1729,0.22344881419630153
12109,339,0.043810958943057386
12115,309,0.039933882930397444
12127,128,0.016542190987349104
13031,37,0.004781727082280599
13059,731,0.09447141884181401
13063,650,0.08400331360763215
13067,1462,0.18894283768362802
"13083,47065,13295,13047",583,0.07534451051269161
13095,651,0.08413254947472082
13097,590,0.07624916158231226
13115,731,0.09447141884181401
13117,731,0.09447141884181401
13121,5117,0.6612999318926981
13135,731,0.09447141884181401
13153,412,0.05324517724052992
"13215,13053",731,0.09447141884181401
13217,731,0.09447141884181401
13223,1462,0.18894283768362802
13225,140,0.01809302139241308
13245,62,0.00801262375949722
15001,422,0.054537535911416565
15003,2828,0.3654790321267442
15009,968,0.12510031934182758
16001,1714,0.22151027618997157
16055,731,0.09447141884181401
16057,177,0.022874748474693677
17001,731,0.09447141884181401
17007,731,0.09447141884181401
17011,1462,0.18894283768362802
17015,731,0.09447141884181401
17017,731,0.09447141884181401
17019,1298,0.16774815548108699
17021,731,0.09447141884181401
17031,10635,1.3744234464879508
17037,731,0.09447141884181401
17043,7310,0.94471418841814
17049,731,0.09447141884181401
17057,731,0.09447141884181401
17061,731,0.09447141884181401
17075,731,0.09447141884181401
17085,731,0.09447141884181401
17089,1175,0.1518521438291812
17091,731,0.09447141884181401
17093,941,0.12161095093043363
17095,731,0.09447141884181401
17097,2924,0.37788567536725604
17099,731,0.09447141884181401
17101,731,0.09447141884181401
17103,731,0.09447141884181401
17109,731,0.09447141884181401
17111,3655,0.47235709420907
17115,731,0.09447141884181401
17117,731,0.09447141884181401
17119,731,0.09447141884181401
17137,731,0.09447141884181401
17143,731,0.09447141884181401
17145,731,0.09447141884181401
17157,731,0.09447141884181401
17161,1462,0.18894283768362802
17163,2924,0.37788567536725604
17167,1402,0.18118868565830812
17173,731,0.09447141884181401
17177,731,0.09447141884181401
17179,731,0.09447141884181401
17183,731,0.09447141884181401
17187,731,0.09447141884181401
17189,731,0.09447141884181401
17195,731,0.09447141884181401
17197,731,0.09447141884181401
17201,731,0.09447141884181401
18003,514,0.06642723568357373
18005,147,0.01899767246203373
18019,2193,0.283414256525442
18035,541,0.0699166040949677
18037,541,0.0699166040949677
18039,741,0.09576377751270065
18057,1650,0.213239180696297
18067,514,0.06642723568357373
18073,731,0.09447141884181401
18085,526,0.06797806608863771
18089,600,0.07754152025319891
18093,429,0.05544218698103722
18097,731,0.09447141884181401
18105,1813,0.23430462703174937
18113,731,0.09447141884181401
18141,1266,0.1636126077342497
18157,542,0.07004583996205635
18163,487,0.06293786727217979
18167,534,0.06901195302534703
18173,163,0.02106544633545237
18177,540,0.06978736822787902
19045,730,0.09434218297472534
19103,1124,0.1452611146076593
19113,406,0.052469762037997934
19127,724,0.09356676777219336
19139,731,0.09447141884181401
19163,409,0.052857469639263924
19179,731,0.09447141884181401
"19193,46127,31043",421,0.054408300044327895
20045,731,0.09447141884181401
20091,2430,0.3140431570254556
20155,710,0.09175746563295205
20169,731,0.09447141884181401
20177,1294,0.16723121201273233
20209,2193,0.283414256525442
21019,211,0.027268767955708283
21035,338,0.043681723075968716
21043,211,0.027268767955708283
21067,212,0.027398003822796946
21071,210,0.02713953208861962
21111,1541,0.19915247118363252
21113,212,0.027398003822796946
21117,261,0.03373056131014153
21151,338,0.043681723075968716
21193,210,0.02713953208861962
21195,209,0.027010296221530953
21199,338,0.043681723075968716
21211,338,0.043681723075968716
21227,338,0.043681723075968716
22001,816,0.10545646754435052
22003,731,0.09447141884181401
22011,731,0.09447141884181401
22013,717,0.0926621167025727
22015,246,0.031792023303811555
22017,325,0.042001656803816075
22019,731,0.09447141884181401
22029,212,0.027398003822796946
22037,731,0.09447141884181401
22039,248,0.03205049503798888
22041,78,0.010080397632915858
22045,731,0.09447141884181401
22051,3444,0.44508832625336175
22055,1373,0.17744084551273684
22057,731,0.09447141884181401
22059,247,0.03192125917090022
22061,205,0.026493352753176293
22063,1462,0.18894283768362802
22069,696,0.08994816349371074
22071,830,0.10726576968359183
22073,2141,0.27669399143683143
22075,731,0.09447141884181401
22081,696,0.08994816349371074
22083,700,0.0904651069620654
22087,183,0.02365016367722567
22089,492,0.06358404660762311
22101,1610,0.2080697460127504
22103,1632,0.21091293508870104
22105,693,0.08956045589244474
22109,1462,0.18894283768362802
22111,700,0.0904651069620654
22115,220,0.028431890759506268
22117,731,0.09447141884181401
22121,681,0.08800962548738077
23001,489,0.06319633900635711
23003,858,0.11088437396207444
23005,1911,0.24696974200643854
23011,149,0.019256144196211064
23013,414,0.053503648974707246
23015,393,0.050789695765845286
23017,415,0.053632884841795916
23019,1323,0.17097905215830358
23021,421,0.054408300044327895
23023,415,0.053632884841795916
23027,149,0.019256144196211064
23031,986,0.12742656494942353
24003,2267,0.2929777106900032
24023,415,0.053632884841795916
24037,731,0.09447141884181401
24043,1137,0.14694118087981192
25013,401,0.051823582702554605
25017,386,0.04988504469622463
"25017,25021,25025",140,0.01809302139241308
"25017,25025",140,0.01809302139241308
"25017,25027,25021,25023,25025",731,0.09447141884181401
25027,1011,0.13065746162664016
26005,1462,0.18894283768362802
26011,731,0.09447141884181401
26013,730,0.09434218297472534
26017,731,0.09447141884181401
26025,1462,0.18894283768362802
26033,1462,0.18894283768362802
26035,731,0.09447141884181401
26041,731,0.09447141884181401
26043,1462,0.18894283768362802
26045,1462,0.18894283768362802
26047,731,0.09447141884181401
26049,731,0.09447141884181401
26053,731,0.09447141884181401
26055,1454,0.18790895074691868
26057,731,0.09447141884181401
26061,731,0.09447141884181401
26063,731,0.09447141884181401
26069,731,0.09447141884181401
26073,1378,0.17808702484818018
26075,1462,0.18894283768362802
26077,8041,1.0391856072599541
26081,5848,0.7557713507345121
26091,731,0.09447141884181401
26097,731,0.09447141884181401
26099,731,0.09447141884181401
"26099,26125",731,0.09447141884181401
26101,2193,0.283414256525442
26103,3655,0.47235709420907
26109,731,0.09447141884181401
26111,731,0.09447141884181401
26121,2572,0.332394650152046
26137,731,0.09447141884181401
26139,9866,1.2750410646967674
26145,1462,0.18894283768362802
26153,731,0.09447141884181401
26157,731,0.09447141884181401
26161,2193,0.283414256525442
"26163,26099",731,0.09447141884181401
"26163,26125",731,0.09447141884181401
"27009,27145,27141",653,0.08439102120889815
27013,731,0.09447141884181401
"27013,27103",731,0.09447141884181401
"27017,27137",731,0.09447141884181401
"27019,27053,27139",731,0.09447141884181401
27025,731,0.09447141884181401
27027,731,0.09447141884181401
27037,1462,0.18894283768362802
"27037,27131",731,0.09447141884181401
27039,731,0.09447141884181401
27047,731,0.09447141884181401
27049,618,0.07986776586079489
27053,731,0.09447141884181401
"27053,27037,27139",731,0.09447141884181401
"27053,27163,27123,27037,27003",731,0.09447141884181401
27059,731,0.09447141884181401
27065,731,0.09447141884181401
27067,731,0.09447141884181401
27079,731,0.09447141884181401
"27079,27139",731,0.09447141884181401
27083,731,0.09447141884181401
27095,731,0.09447141884181401
27097,731,0.09447141884181401
27105,731,0.09447141884181401
27109,1462,0.18894283768362802
27111,731,0.09447141884181401
27113,731,0.09447141884181401
27137,731,0.09447141884181401
27141,731,0.09447141884181401
"27145,27009,27141",731,0.09447141884181401
27163,1462,0.18894283768362802
28059,859,0.1110136098291631
29007,731,0.09447141884181401
29009,731,0.09447141884181401
"29009,29109",731,0.09447141884181401
29019,731,0.09447141884181401
29021,731,0.09447141884181401
"29027,29051",731,0.09447141884181401
"29031,29201",731,0.09447141884181401
"29037,29095",731,0.09447141884181401
29043,731,0.09447141884181401
29047,1462,0.18894283768362802
"29047,29165",2193,0.283414256525442
29065,731,0.09447141884181401
29069,731,0.09447141884181401
29071,1462,0.18894283768362802
29077,731,0.09447141884181401
"29077,29043",731,0.09447141884181401
29083,731,0.09447141884181401
29091,731,0.09447141884181401
29095,731,0.09447141884181401
29097,731,0.09447141884181401
29099,323,0.04174318506963875
29101,1462,0.18894283768362802
"29101,20209,29095",731,0.09447141884181401
"29101,29037,29095",731,0.09447141884181401
29105,422,0.054537535911416565
29115,731,0.09447141884181401
29117,731,0.09447141884181401
29121,731,0.09447141884181401
29123,731,0.09447141884181401
"29143,29201",731,0.09447141884181401
29145,1462,0.18894283768362802
29165,731,0.09447141884181401
29183,2193,0.283414256525442
"29183,29189",731,0.09447141884181401
29189,2193,0.283414256525442
"29189,29099",1462,0.18894283768362802
29217,731,0.09447141884181401
29225,731,0.09447141884181401
"29510,29189",731,0.09447141884181401
30031,731,0.09447141884181401
30041,357,0.04613720455065335
30049,1462,0.18894283768362802
30067,491,0.06345481074053444
30093,288,0.037219929721535476
31001,615,0.07948005825952889
31019,615,0.07948005825952889
31045,530,0.06849500955699238
31053,610,0.07883387892408555
31055,612,0.0790923506582629
"31055,31153",611,0.07896311479117422
31079,616,0.07960929412661755
31089,607,0.07844617132281957
31109,2286,0.29543319216468783
31111,575,0.0743106235759823
"31119,31167",616,0.07960929412661755
31127,610,0.07883387892408555
31141,615,0.07948005825952889
31157,616,0.07960929412661755
31185,615,0.07948005825952889
32003,1075,0.1389285571203147
32031,754,0.0974438437848533
32510,731,0.09447141884181401
"33003,23017,23005,33001",415,0.053632884841795916
33005,366,0.04730032735445134
33007,365,0.04717109148736267
33009,723,0.09343753190510469
33011,731,0.09447141884181401
33015,1094,0.14138403859499935
33017,1463,0.18907207355071667
33019,772,0.09977008939244926
34001,1023,0.13220829203170414
34003,716,0.09253288083548403
"34003,34013,34031,34017",719,0.09292058843675002
"34003,34039,34013,34031,34017",731,0.09447141884181401
34005,624,0.08064318106332687
34007,111,0.014345181246841799
34011,1941,0.25084681801909847
34017,716,0.09253288083548403
34019,533,0.06888271715825837
34025,3237,0.4183365017660081
34027,1189,0.15366144596842252
34031,688,0.08891427655700142
34033,505,0.06526411287977575
34035,1170,0.15120596449373788
34037,525,0.06784883022154904
34039,588,0.07599068984813492
"34039,34013",708,0.09149899389877471
"34039,34035,34023",716,0.09253288083548403
35001,311,0.04019235466457477
35005,323,0.04174318506963875
35013,647,0.08361560600636617
35029,321,0.041484713335461415
35035,324,0.04187242093672741
35043,322,0.04161394920255008
35049,415,0.053632884841795916
36001,2891,0.37362089175333013
36005,680,0.0878803896202921
36007,731,0.09447141884181401
36009,608,0.07857540718990823
36011,731,0.09447141884181401
36013,2397,0.30977837341152964
36015,1462,0.18894283768362802
36017,731,0.09447141884181401
36019,1431,0.1849365258038794
36021,731,0.09447141884181401
36023,731,0.09447141884181401
36025,731,0.09447141884181401
36027,2924,0.37788567536725604
36029,5073,0.6556135537407968
36031,2098,0.27113684915201886
36033,731,0.09447141884181401
36035,731,0.09447141884181401
36037,1462,0.18894283768362802
36043,731,0.09447141884181401
36045,1462,0.18894283768362802
36047,3400,0.4394019481014605
36049,731,0.09447141884181401
36051,2812,0.36341125825332554
36053,2924,0.37788567536725604
36055,2803,0.3622481354495276
36057,731,0.09447141884181401
36059,4899,0.6331265128673691
36061,1360,0.1757607792405842
36063,2715,0.3508753791457251
36065,3304,0.4269953048609487
36067,4996,0.6456623919749696
36069,1388,0.1793793835190668
36071,6478,0.837189947000371
36073,1462,0.18894283768362802
36075,2589,0.3345916598925533
36077,731,0.09447141884181401
36079,731,0.09447141884181401
36081,2720,0.3515215584811684
36083,1381,0.17847473244944617
36085,1360,0.1757607792405842
36087,4386,0.566828513050884
36089,3506,0.45310095001285894
36091,731,0.09447141884181401
36093,731,0.09447141884181401
36095,731,0.09447141884181401
36097,731,0.09447141884181401
36099,1334,0.17240064669627891
36101,1462,0.18894283768362802
36103,5742,0.7420723488231136
36105,1462,0.18894283768362802
36107,731,0.09447141884181401
36109,1968,0.25433618643049244
36111,2148,0.2775986425064521
36113,731,0.09447141884181401
36115,731,0.09447141884181401
36117,1416,0.18299798779754942
36119,5117,0.6612999318926981
36121,731,0.09447141884181401
36123,731,0.09447141884181401
37031,565,0.07301826490509564
"37047,45051",134,0.01731760618988109
37051,684,0.08839733308864675
37063,731,0.09447141884181401
37067,1373,0.17744084551273684
37081,684,0.08839733308864675
"37081,37067,37057,37151",731,0.09447141884181401
37089,684,0.08839733308864675
"37089,37021",642,0.08296942667092283
37099,642,0.08296942667092283
37107,1139,0.14719965261398926
37111,644,0.08322789840510016
37119,2680,0.3463521237976218
37129,1130,0.14603652981019127
"37131,37083",566,0.0731475007721843
37133,565,0.07301826490509564
"37135,37063",1130,0.14603652981019127
"37141,37061",406,0.052469762037997934
37147,559,0.07224284970256364
37159,744,0.09615148511396665
37165,644,0.08322789840510016
"37173,37099",364,0.047041855620274006
37183,3365,0.4348786927533572
37189,379,0.048980393626603974
37195,1051,0.13582689631018674
39003,486,0.06280863140509112
39007,972,0.12561726281018223
39009,486,0.06280863140509112
39013,486,0.06280863140509112
39017,972,0.12561726281018223
39019,485,0.06267939553800245
39023,485,0.06267939553800245
39031,486,0.06280863140509112
39033,486,0.06280863140509112
39035,1458,0.18842589421527337
39037,486,0.06280863140509112
39039,486,0.06280863140509112
39043,486,0.06280863140509112
39045,486,0.06280863140509112
39047,486,0.06280863140509112
39049,972,0.12561726281018223
39051,486,0.06280863140509112
39057,971,0.12548802694309358
39061,1944,0.25123452562036447
39063,486,0.06280863140509112
39065,483,0.06242092380382513
39069,486,0.06280863140509112
39073,489,0.06319633900635711
39077,971,0.12548802694309358
39081,486,0.06280863140509112
39083,895,0.11566610104435504
39085,486,0.06280863140509112
39087,99,0.012794350841777819
39089,972,0.12561726281018223
39093,972,0.12561726281018223
39095,972,0.12561726281018223
39099,1217,0.1572800502469051
39101,485,0.06267939553800245
39103,486,0.06280863140509112
39107,485,0.06267939553800245
39113,1941,0.25084681801909847
39119,486,0.06280863140509112
39123,486,0.06280863140509112
39129,486,0.06280863140509112
39133,485,0.06267939553800245
39135,486,0.06280863140509112
39139,486,0.06280863140509112
39143,486,0.06280863140509112
39145,485,0.06267939553800245
39151,486,0.06280863140509112
39153,486,0.06280863140509112
"39153,39133",731,0.09447141884181401
39155,486,0.06280863140509112
"39155,42085",114,0.014732888848107792
39157,486,0.06280863140509112
39159,484,0.06255015967091379
39167,486,0.06280863140509112
39169,486,0.06280863140509112
39171,486,0.06280863140509112
39173,972,0.12561726281018223
39175,486,0.06280863140509112
40013,731,0.09447141884181401
40015,568,0.07340597250636163
40017,693,0.08956045589244474
40021,731,0.09447141884181401
40027,731,0.09447141884181401
40047,1138,0.1470704167469006
40101,731,0.09447141884181401
40109,2193,0.283414256525442
40119,731,0.09447141884181401
40123,731,0.09447141884181401
40133,731,0.09447141884181401
40143,2193,0.283414256525442
40147,731,0.09447141884181401
40153,731,0.09447141884181401
41003,731,0.09447141884181401
41005,1263,0.1632249001329837
41007,731,0.09447141884181401
41009,731,0.09447141884181401
41011,731,0.09447141884181401
41017,731,0.09447141884181401
41027,731,0.09447141884181401
41029,1462,0.18894283768362802
41033,731,0.09447141884181401
41035,731,0.09447141884181401
41039,1462,0.18894283768362802
41041,1462,0.18894283768362802
41043,731,0.09447141884181401
41045,731,0.09447141884181401
41047,2924,0.37788567536725604
41051,1356,0.17524383577222954
41053,731,0.09447141884181401
41057,731,0.09447141884181401
41059,1462,0.18894283768362802
41065,731,0.09447141884181401
41067,2924,0.37788567536725604
41071,731,0.09447141884181401
42003,3655,0.47235709420907
"42005,42129",114,0.014732888848107792
42019,415,0.053632884841795916
42027,731,0.09447141884181401
42029,228,0.029465777696215584
42041,113,0.014603652981019129
42043,846,0.10933354355701047
42045,845,0.10920430768992179
42049,114,0.014732888848107792
42055,114,0.014732888848107792
42063,114,0.014732888848107792
42069,114,0.014732888848107792
42077,115,0.014862124715196457
42083,114,0.014732888848107792
42085,114,0.014732888848107792
42089,228,0.029465777696215584
42091,1670,0.2158238980380703
"42095,42017",168,0.021711625670895695
42101,2097,0.27100761328493017
42129,113,0.014603652981019129
42133,113,0.014603652981019129
44001,251,0.03243820263925488
44003,213,0.027527239689885612
44005,232,0.029982721164570243
44007,390,0.05040198816457929
"44007,25027,25021",147,0.01899767246203373
44009,450,0.05815614018989918
45013,134,0.01731760618988109
"45015,45035,45019",134,0.01731760618988109
45043,498,0.0643594618101551
45047,743,0.096022249246878
45049,1,1.2923586708866487e-4
45051,496,0.06410099007597776
45053,134,0.01731760618988109
45055,134,0.01731760618988109
45057,135,0.017446842056969756
45063,134,0.01731760618988109
45067,270,0.03489368411393951
45069,135,0.017446842056969756
45079,129,0.016671426854437767
"45079,45063",135,0.017446842056969756
45091,134,0.01731760618988109
46005,371,0.04794650668989466
46135,631,0.08154783213294751
47157,535,0.06914118889243569
48001,224,0.028948834227860928
48003,218,0.02817341902532894
48041,78,0.010080397632915858
"48085,48257,48113",135,0.017446842056969756
48097,731,0.09447141884181401
48113,4143,0.5354241973483385
48167,1010,0.1305282257595515
48183,559,0.07224284970256364
48199,218,0.02817341902532894
48201,360,0.04652491215191935
48209,232,0.029982721164570243
48213,225,0.02907807009494959
48215,261,0.03373056131014153
48245,218,0.02817341902532894
48309,246,0.031792023303811555
48339,1390,0.17963785525324413
48355,218,0.02817341902532894
"48375,48381",1462,0.18894283768362802
48423,535,0.06914118889243569
48439,239,0.0308873722341909
48441,225,0.02907807009494959
48453,801,0.10351792953802055
48469,218,0.02817341902532894
48479,2497,0.32270196012039615
48485,731,0.09447141884181401
49003,126,0.01628371925317177
49005,126,0.01628371925317177
49007,63,0.008141859626585885
49011,189,0.024425578879757655
49013,62,0.00801262375949722
"49019,49037",63,0.008141859626585885
49021,63,0.008141859626585885
49035,984,0.12716809321524622
"49035,49049",63,0.008141859626585885
49043,124,0.01602524751899444
49045,63,0.008141859626585885
49047,63,0.008141859626585885
49049,1167,0.15081825689247189
49051,126,0.01628371925317177
49053,126,0.01628371925317177
"49057,49011",126,0.01628371925317177
50001,127,0.016412955120260437
50007,1350,0.17446842056969755
50023,681,0.08800962548738077
50027,330,0.042647836139259404
"51003,51540",646,0.0834863701392775
51005,945,0.12212789439878828
"51009,51019,51680,51031",647,0.08361560600636617
"51023,51019,51775,51021,51770,51161",646,0.0834863701392775
"51049,51147",427,0.055183715246859895
"51061,51600,51685,51683,51107,51153,51059",646,0.0834863701392775
51067,646,0.0834863701392775
51069,1011,0.13065746162664016
51087,647,0.08361560600636617
"51089,51690",338,0.043681723075968716
51107,647,0.08361560600636617
51121,646,0.0834863701392775
"51153,51059",646,0.0834863701392775
"51155,51750,51121",646,0.0834863701392775
51167,645,0.08335713427218883
51179,2314,0.2990517964431704
"51179,51153",646,0.0834863701392775
51185,646,0.0834863701392775
51191,646,0.0834863701392775
"51199,51700,51095,51127,51830",646,0.0834863701392775
"51199,51700,51095,51650",646,0.0834863701392775
"51510,51059",646,0.0834863701392775
"51610,51013,51510,51059",646,0.0834863701392775
"51660,51165",646,0.0834863701392775
"51700,51650",646,0.0834863701392775
51710,646,0.0834863701392775
"51710,51810,51740,51550",646,0.0834863701392775
"51720,51195",646,0.0834863701392775
51730,427,0.055183715246859895
"51735,51199,51700,51115,51650,51073",646,0.0834863701392775
"51740,51550,51800,51093",646,0.0834863701392775
"51760,51075,51087",646,0.0834863701392775
"51810,51550",646,0.0834863701392775
"51840,51069",421,0.054408300044327895
53005,731,0.09447141884181401
53007,731,0.09447141884181401
53011,1398,0.18067174218995347
53021,731,0.09447141884181401
53025,731,0.09447141884181401
53029,646,0.0834863701392775
"53029,53061",485,0.06267939553800245
53031,731,0.09447141884181401
53037,650,0.08400331360763215
53053,1462,0.18894283768362802
"53053,53033",485,0.06267939553800245
53057,940,0.12148171506334497
53061,1901,0.2456773833355519
"53061,53033",969,0.12522955520891624
53063,1462,0.18894283768362802
53067,731,0.09447141884181401
53071,731,0.09447141884181401
53075,731,0.09447141884181401
53077,731,0.09447141884181401
54005,731,0.09447141884181401
54011,2193,0.283414256525442
"54011,54099",731,0.09447141884181401
54017,731,0.09447141884181401
54019,533,0.06888271715825837
54033,731,0.09447141884181401
54037,731,0.09447141884181401
54039,1462,0.18894283768362802
54049,1462,0.18894283768362802
54051,731,0.09447141884181401
54053,731,0.09447141884181401
54055,731,0.09447141884181401
54057,731,0.09447141884181401
54061,1462,0.18894283768362802
54069,1377,0.1779577889810915
54073,731,0.09447141884181401
54077,731,0.09447141884181401
54083,731,0.09447141884181401
54091,731,0.09447141884181401
54107,731,0.09447141884181401
55003,731,0.09447141884181401
55009,165,0.021323918069629702
"55017,55035",731,0.09447141884181401
55021,1462,0.18894283768362802
55025,1777,0.22965213581655747
"55027,55055",731,0.09447141884181401
"55027,55131",731,0.09447141884181401
55031,731,0.09447141884181401
55033,731,0.09447141884181401
55039,470,0.060740857531672486
55043,309,0.039933882930397444
55045,731,0.09447141884181401
55053,731,0.09447141884181401
55057,731,0.09447141884181401
55059,731,0.09447141884181401
"55061,55009",165,0.021323918069629702
55063,731,0.09447141884181401
55069,731,0.09447141884181401
55071,731,0.09447141884181401
55073,1309,0.1691697500190623
55075,1462,0.18894283768362802
"55087,55139,55015",731,0.09447141884181401
"55089,55079",451,0.05828537605698785
55097,731,0.09447141884181401
55105,731,0.09447141884181401
55109,731,0.09447141884181401
"55109,55093",731,0.09447141884181401
55117,731,0.09447141884181401
55123,731,0.09447141884181401
55127,731,0.09447141884181401
55133,164,0.021194682202541035
"55133,55055",731,0.09447141884181401
"55133,55089,55101,55079,55131",451,0.05828537605698785
55135,1462,0.18894283768362802
55139,731,0.09447141884181401
"55141,55073",731,0.09447141884181401
56001,232,0.029982721164570243
56007,442,0.05712225325318986
56021,462,0.05970697059496316
56033,940,0.12148171506334497
56037,931,0.12031859225954697
56039,661,0.08542490814560746
